account_id;client_id;product_code;product_name;opened_at;closed_at;status
A1004746;C107118;SV;Накопительный счёт «Копилка»;2024-02-10;;active
A1004747;C105746;DC;Дебетовая карта «Синица»;2025-06-02;;active
A1004748;C105746;DC;Дебетовая карта «Синица»;2025-06-02;;active
A1004749;C105746;DEP;Вклад «Гнездо»;2025-06-02;;active
A1004750;C106524;DC;Дебетовая карта «Синица»;2024-09-27;;active
A1004751;C108626;DC;Дебетовая карта «Синица»;2022-02-13;;active
A1004752;C103418;DC;Дебетовая карта «Синица»;2025-01-21;;active
A1004753;C103418;DC;Дебетовая карта «Синица»;2024-10-06;2026-05-16;closed
A1004754;C104938;DC;Дебетовая карта «Синица»;2024-06-25;;active
A1004755;C104938;SV;Накопительный счёт «Копилка»;2025-10-17;;active
A1004756;C104938;CC;Кредитная карта «Синица»;2025-08-28;2026-06-08;closed
A1004757;C102666;DC;Дебетовая карта «Синица»;2025-12-17;;active
A1004758;C102666;DC;Дебетовая карта «Синица»;2025-12-17;;active
A1004759;C102666;DEP;Вклад «Гнездо»;2025-12-17;;active
A1004760;C108650;DC;Дебетовая карта «Синица»;2026-05-28;;active
A1004761;C104290;DC;Дебетовая карта «Синица»;2024-09-08;;active
A1004762;C104290;DC;Дебетовая карта «Синица»;2025-02-12;;active
A1004763;C106832;DC;Дебетовая карта «Синица»;2025-11-15;2025-03-12;closed
A1004764;C106832;DC;Дебетовая карта «Синица»;2022-12-15;;active
A1004765;C106993;DC;Дебетовая карта «Синица»;2026-06-06;2026-05-01;closed
A1004766;C106993;CC;Кредитная карта «Синица»;2024-12-03;;active
A1004767;C101247;DC;Дебетовая карта «Синица»;2025-12-12;;active
A1004768;C101247;DC;Дебетовая карта «Синица»;2026-08-11;;active
A1004769;C101247;DC;Дебетовая карта «Синица»;2022-07-16;2026-04-01;closed
A1004770;C106649;DC;Дебетовая карта «Синица»;2024-03-13;;active
A1004771;C106649;SV;Накопительный счёт «Копилка»;2024-10-02;;active
A1004772;C106649;DC;Дебетовая карта «Синица»;2026-11-06;;active
A1004773;C107104;DC;Дебетовая карта «Синица»;2024-04-21;;active
A1004774;C107104;DC;Дебетовая карта «Синица»;2023-08-04;;active
A1004775;C107104;DEP;Вклад «Гнездо»;2024-04-05;;active
A1004776;C104388;DC;Дебетовая карта «Синица»;2025-12-19;;active
A1004777;C108752;DC;Дебетовая карта «Синица»;2025-06-09;;active
A1004778;C108752;DC;Дебетовая карта «Синица»;2025-04-12;;active
A1004779;C108752;CC;Кредитная карта «Синица»;2023-06-11;;active
A1004780;C100492;DC;Дебетовая карта «Синица»;2025-01-10;;active
A1004781;C105055;DC;Дебетовая карта «Синица»;2026-02-10;;active
A1004782;C104929;DC;Дебетовая карта «Синица»;2025-12-04;;active
A1004783;C104929;CC;Кредитная карта «Синица»;2025-12-04;;active
A1004784;C104929;DC;Дебетовая карта «Синица»;2025-12-04;;active
A1004785;C110028;DC;Дебетовая карта «Синица»;2023-10-08;;active
A1004786;C110028;DC;Дебетовая карта «Синица»;2025-02-26;;active
A1004787;C104785;DC;Дебетовая карта «Синица»;2023-12-14;;active
A1004788;C104215;DC;Дебетовая карта «Синица»;2026-02-01;;active
A1004789;C100904;DC;Дебетовая карта «Синица»;2026-07-15;;active
A1004790;C104592;DC;Дебетовая карта «Синица»;2025-06-17;2026-01-04;closed
A1004791;C104592;CC;Кредитная карта «Синица»;2023-06-04;;active
A1004792;C103847;DC;Дебетовая карта «Синица»;2022-02-13;;active
A1004793;C103847;SV;Накопительный счёт «Копилка»;2025-04-06;;active
A1004794;C100022;DC;Дебетовая карта «Синица»;2025-02-09;;active
A1004795;C109635;DC;Дебетовая карта «Синица»;2022-01-03;;active
A1004796;C100059;DC;Дебетовая карта «Синица»;2022-09-13;;active
A1004797;C107686;DC;Дебетовая карта «Синица»;2025-05-03;;active
A1004798;C101537;DC;Дебетовая карта «Синица»;2025-07-05;;active
A1004799;C108382;DC;Дебетовая карта «Синица»;2024-12-07;2025-09-24;closed
A1004800;C108382;SV;Накопительный счёт «Копилка»;2024-12-10;;active
A1004801;C104629;DC;Дебетовая карта «Синица»;2024-07-24;;active
A1004802;C104629;DC;Дебетовая карта «Синица»;2022-01-19;;active
A1004803;C104629;DC;Дебетовая карта «Синица»;2024-03-05;2026-08-19;closed
A1004804;C101362;DC;Дебетовая карта «Синица»;2024-01-14;;active
A1004805;C111212;DC;Дебетовая карта «Синица»;2026-02-07;;active
A1004806;C110906;DC;Дебетовая карта «Синица»;2024-08-25;;active
A1004807;C101298;DC;Дебетовая карта «Синица»;2024-03-20;;active
A1004808;C101298;SV;Накопительный счёт «Копилка»;2025-01-09;;active
A1004809;C108706;DC;Дебетовая карта «Синица»;2025-03-09;;active
A1004810;C104552;DC;Дебетовая карта «Синица»;2021-11-06;;active
A1004811;C104552;SV;Накопительный счёт «Копилка»;2026-08-21;;active
A1004812;C101321;DC;Дебетовая карта «Синица»;2026-09-17;;active
A1004813;C101321;DEP;Вклад «Гнездо»;2025-08-15;;active
A1004814;C101321;DC;Дебетовая карта «Синица»;2024-03-15;;active
A1004815;C101140;DC;Дебетовая карта «Синица»;2022-09-02;;active
A1004816;C101140;DC;Дебетовая карта «Синица»;2025-04-05;;active
A1004817;C101140;SV;Накопительный счёт «Копилка»;2022-09-02;;active
A1004818;C104045;DC;Дебетовая карта «Синица»;2026-09-17;;active
A1004819;C104045;DC;Дебетовая карта «Синица»;2023-11-23;;active
A1004820;C107400;DC;Дебетовая карта «Синица»;2023-02-06;;active
A1004821;C107400;CC;Кредитная карта «Синица»;2022-01-10;;active
A1004822;C101256;DC;Дебетовая карта «Синица»;2024-07-27;;active
A1004823;C107500;DC;Дебетовая карта «Синица»;2024-09-03;;active
A1004824;C107500;DC;Дебетовая карта «Синица»;2026-03-01;;active
A1004825;C111420;DC;Дебетовая карта «Синица»;2025-11-27;;active
A1004826;C111420;DC;Дебетовая карта «Синица»;2025-01-16;;active
A1004827;C104579;DC;Дебетовая карта «Синица»;2023-09-15;;active
A1004828;C104579;DEP;Вклад «Гнездо»;2025-09-09;;active
A1004829;C104579;DC;Дебетовая карта «Синица»;2025-08-07;;active
A1004830;C101947;DC;Дебетовая карта «Синица»;2024-12-23;;active
A1004831;C106456;DC;Дебетовая карта «Синица»;2024-06-20;;active
A1004832;C106456;DC;Дебетовая карта «Синица»;2024-06-20;;active
A1004833;C111027;DC;Дебетовая карта «Синица»;2025-10-06;;active
A1004834;C111311;DC;Дебетовая карта «Синица»;2024-09-10;;active
A1004835;C111311;DC;Дебетовая карта «Синица»;2024-09-10;;active
A1004836;C102449;DC;Дебетовая карта «Синица»;2024-01-18;2026-12-05;closed
A1004837;C107625;DC;Дебетовая карта «Синица»;2025-05-09;;active
A1004838;C107877;DC;Дебетовая карта «Синица»;2022-11-22;;active
A1004839;C107877;DC;Дебетовая карта «Синица»;2026-08-02;;active
A1004840;C101010;DC;Дебетовая карта «Синица»;2024-11-26;;active
A1004841;C101010;DC;Дебетовая карта «Синица»;2026-12-21;;active
A1004842;C101010;CC;Кредитная карта «Синица»;2025-07-22;;active
A1004843;C101449;DC;Дебетовая карта «Синица»;2023-12-13;2026-02-28;closed
A1004844;C101449;DC;Дебетовая карта «Синица»;2023-12-13;;active
A1004845;C109051;DC;Дебетовая карта «Синица»;2024-02-17;;active
A1004846;C109051;SV;Накопительный счёт «Копилка»;2023-05-20;;active
A1004847;C108767;DC;Дебетовая карта «Синица»;2025-06-13;2025-11-09;closed
A1004848;C108767;DEP;Вклад «Гнездо»;2025-06-13;;active
A1004849;C104941;DC;Дебетовая карта «Синица»;2021-05-03;;active
A1004850;C103817;DC;Дебетовая карта «Синица»;2025-01-23;;active
A1004851;C103817;DC;Дебетовая карта «Синица»;2026-10-11;;active
A1004852;C101989;DC;Дебетовая карта «Синица»;2025-11-07;;active
A1004853;C101610;DC;Дебетовая карта «Синица»;2024-03-20;;active
A1004854;C107565;DC;Дебетовая карта «Синица»;2023-06-18;;active
A1004855;C102072;DC;Дебетовая карта «Синица»;2025-12-09;;active
A1004856;C102072;DC;Дебетовая карта «Синица»;2025-12-09;;active
A1004857;C109863;DC;Дебетовая карта «Синица»;2025-09-27;2026-07-01;closed
A1004858;C109863;DC;Дебетовая карта «Синица»;2026-03-22;;active
A1004859;C100242;DC;Дебетовая карта «Синица»;2026-06-28;;active
A1004860;C100242;CC;Кредитная карта «Синица»;2025-11-07;;active
A1004861;C100719;DC;Дебетовая карта «Синица»;2022-10-26;;active
A1004862;C109431;DC;Дебетовая карта «Синица»;2022-10-28;;active
A1004863;C109431;CC;Кредитная карта «Синица»;2022-08-16;;active
A1004864;C106695;DC;Дебетовая карта «Синица»;2024-05-16;;active
A1004865;C104403;DC;Дебетовая карта «Синица»;2025-05-01;;active
A1004866;C107203;DC;Дебетовая карта «Синица»;2024-04-17;;active
A1004867;C107203;DC;Дебетовая карта «Синица»;2024-08-17;;active
A1004868;C108383;DC;Дебетовая карта «Синица»;2024-05-05;;active
A1004869;C107087;DC;Дебетовая карта «Синица»;2025-12-24;;active
A1004870;C108555;DC;Дебетовая карта «Синица»;2025-08-08;;active
A1004871;C108555;CC;Кредитная карта «Синица»;2025-08-08;;active
A1004872;C107517;DC;Дебетовая карта «Синица»;2024-08-13;;active
A1004873;C107517;DC;Дебетовая карта «Синица»;2023-09-10;;active
A1004874;C111982;DC;Дебетовая карта «Синица»;2026-11-26;;active
A1004875;C102213;DC;Дебетовая карта «Синица»;2025-09-18;;active
A1004876;C100137;DC;Дебетовая карта «Синица»;2023-05-25;;active
A1004877;C107037;DC;Дебетовая карта «Синица»;2022-04-10;;active
A1004878;C101421;DC;Дебетовая карта «Синица»;2022-09-05;;active
A1004879;C101421;CC;Кредитная карта «Синица»;2023-07-12;;active
A1004880;C106929;DC;Дебетовая карта «Синица»;2022-08-21;2025-04-15;closed
A1004881;C108134;DC;Дебетовая карта «Синица»;2024-10-09;;active
A1004882;C108134;DC;Дебетовая карта «Синица»;2024-10-09;;active
A1004883;C103148;DC;Дебетовая карта «Синица»;2023-01-25;;active
A1004884;C110568;DC;Дебетовая карта «Синица»;2026-04-13;;active
A1004885;C107417;DC;Дебетовая карта «Синица»;2024-10-23;;active
A1004886;C107925;DC;Дебетовая карта «Синица»;2026-10-28;;active
A1004887;C101484;DC;Дебетовая карта «Синица»;2024-08-14;;active
A1004888;C107474;DC;Дебетовая карта «Синица»;2021-11-18;;active
A1004889;C107474;CC;Кредитная карта «Синица»;2026-10-17;;active
A1004890;C107474;CC;Кредитная карта «Синица»;2026-04-22;2025-10-07;closed
A1004891;C107453;DC;Дебетовая карта «Синица»;2022-04-27;;active
A1004892;C111291;DC;Дебетовая карта «Синица»;2025-01-10;;active
A1004893;C111291;DC;Дебетовая карта «Синица»;2025-04-17;;active
A1004894;C101514;DC;Дебетовая карта «Синица»;2024-11-23;;active
A1004895;C101514;SV;Накопительный счёт «Копилка»;2026-06-08;;active
A1004896;C106100;DC;Дебетовая карта «Синица»;2024-06-22;;active
A1004897;C106100;DEP;Вклад «Гнездо»;2026-05-23;;active
A1004898;C106100;DC;Дебетовая карта «Синица»;2024-12-28;2026-10-26;closed
A1004899;C103367;DC;Дебетовая карта «Синица»;2025-12-05;;active
A1004900;C100067;DC;Дебетовая карта «Синица»;2023-10-04;;active
A1004901;C100067;DC;Дебетовая карта «Синица»;2024-07-20;;active
A1004902;C100123;DC;Дебетовая карта «Синица»;2024-11-08;;active
A1004903;C100123;DEP;Вклад «Гнездо»;2024-11-08;;active
A1004904;C105352;DC;Дебетовая карта «Синица»;2026-10-22;;active
A1004905;C105352;DC;Дебетовая карта «Синица»;2025-01-03;;active
A1004906;C105555;DC;Дебетовая карта «Синица»;2022-04-03;;active
A1004907;C105555;CC;Кредитная карта «Синица»;2026-01-07;2025-03-15;closed
A1004908;C105894;DC;Дебетовая карта «Синица»;2025-12-04;;active
A1004909;C105894;DC;Дебетовая карта «Синица»;2026-01-21;;active
A1004910;C110633;DC;Дебетовая карта «Синица»;2021-04-07;;active
A1004911;C110633;DC;Дебетовая карта «Синица»;2025-04-03;;active
A1004912;C110901;DC;Дебетовая карта «Синица»;2024-11-02;;active
A1004913;C101365;DC;Дебетовая карта «Синица»;2023-02-27;;active
A1004914;C102013;DC;Дебетовая карта «Синица»;2025-07-14;;active
A1004915;C110796;DC;Дебетовая карта «Синица»;2026-12-20;;active
A1004916;C110796;DC;Дебетовая карта «Синица»;2026-07-20;;active
A1004917;C110796;DC;Дебетовая карта «Синица»;2021-10-10;;active
A1004918;C108548;DC;Дебетовая карта «Синица»;2025-08-08;;active
A1004919;C111688;DC;Дебетовая карта «Синица»;2021-12-05;;active
A1004920;C104421;DC;Дебетовая карта «Синица»;2025-06-08;;active
A1004921;C110812;DC;Дебетовая карта «Синица»;2025-04-08;;active
A1004922;C110164;DC;Дебетовая карта «Синица»;2025-02-27;;active
A1004923;C110164;DEP;Вклад «Гнездо»;2026-03-20;;active
A1004924;C110164;DC;Дебетовая карта «Синица»;2025-12-25;;active
A1004925;C106727;DC;Дебетовая карта «Синица»;2025-08-07;;active
A1004926;C106727;DC;Дебетовая карта «Синица»;2022-06-17;;active
A1004927;C109057;DC;Дебетовая карта «Синица»;2022-02-26;;active
A1004928;C109057;DC;Дебетовая карта «Синица»;2026-03-08;;active
A1004929;C111087;DC;Дебетовая карта «Синица»;2023-07-05;;active
A1004930;C107028;DC;Дебетовая карта «Синица»;2022-10-22;;active
A1004931;C103664;DC;Дебетовая карта «Синица»;2024-12-11;;active
A1004932;C103664;DC;Дебетовая карта «Синица»;2024-12-11;;active
A1004933;C106620;DC;Дебетовая карта «Синица»;2023-04-27;;active
A1004934;C108229;DC;Дебетовая карта «Синица»;2024-02-01;;active
A1004935;C108229;DC;Дебетовая карта «Синица»;2026-05-26;;active
A1004936;C101535;DC;Дебетовая карта «Синица»;2023-09-02;;active
A1004937;C101535;DEP;Вклад «Гнездо»;2023-09-02;;active
A1004938;C101535;CC;Кредитная карта «Синица»;2026-01-10;;active
A1004939;C102129;DC;Дебетовая карта «Синица»;2025-12-08;;active
A1004940;C110247;DC;Дебетовая карта «Синица»;2022-10-15;;active
A1004941;C110247;SV;Накопительный счёт «Копилка»;2022-10-15;;active
A1004942;C108673;DC;Дебетовая карта «Синица»;2026-10-20;;active
A1004943;C108673;DC;Дебетовая карта «Синица»;2025-05-05;;active
A1004944;C109524;DC;Дебетовая карта «Синица»;2023-10-19;;active
A1004945;C109524;DC;Дебетовая карта «Синица»;2024-09-12;;active
A1004946;C107491;DC;Дебетовая карта «Синица»;2022-02-26;;active
A1004947;C107491;DC;Дебетовая карта «Синица»;2021-10-14;2025-11-24;closed
A1004948;C102351;DC;Дебетовая карта «Синица»;2024-12-09;;active
A1004949;C111698;DC;Дебетовая карта «Синица»;2025-06-20;;active
A1004950;C107750;DC;Дебетовая карта «Синица»;2022-05-17;;active
A1004951;C107750;CC;Кредитная карта «Синица»;2022-07-21;;active
A1004952;C107980;DC;Дебетовая карта «Синица»;2024-03-11;;active
A1004953;C107980;CC;Кредитная карта «Синица»;2024-08-24;;active
A1004954;C107980;DC;Дебетовая карта «Синица»;2022-01-20;;active
A1004955;C104541;DC;Дебетовая карта «Синица»;2026-06-11;;active
A1004956;C103668;DC;Дебетовая карта «Синица»;2024-02-08;;active
A1004957;C103668;DC;Дебетовая карта «Синица»;2022-12-04;;active
A1004958;C108656;DC;Дебетовая карта «Синица»;2023-01-02;;active
A1004959;C108656;DEP;Вклад «Гнездо»;2023-01-02;;active
A1004960;C103566;DC;Дебетовая карта «Синица»;2022-02-13;;active
A1004961;C110632;DC;Дебетовая карта «Синица»;2022-04-16;2025-01-19;closed
A1004962;C110632;DC;Дебетовая карта «Синица»;2022-07-12;;active
A1004963;C107851;DC;Дебетовая карта «Синица»;2021-09-01;;active
A1004964;C100830;DC;Дебетовая карта «Синица»;2021-12-27;;active
A1004965;C101030;DC;Дебетовая карта «Синица»;2024-02-19;;active
A1004966;C101030;SV;Накопительный счёт «Копилка»;2024-08-15;;active
A1004967;C110435;DC;Дебетовая карта «Синица»;2023-03-02;;active
A1004968;C103647;DC;Дебетовая карта «Синица»;2022-10-18;;active
A1004969;C103236;DC;Дебетовая карта «Синица»;2023-06-13;;active
A1004970;C102453;DC;Дебетовая карта «Синица»;2023-03-07;;active
A1004971;C102453;CC;Кредитная карта «Синица»;2023-03-07;;active
A1004972;C105346;DC;Дебетовая карта «Синица»;2025-12-18;;active
A1004973;C106582;DC;Дебетовая карта «Синица»;2025-07-26;;active
A1004974;C106582;DC;Дебетовая карта «Синица»;2026-09-13;;active
A1004975;C103384;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1004976;C103384;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1004977;C111996;DC;Дебетовая карта «Синица»;2024-10-13;;active
A1004978;C111968;DC;Дебетовая карта «Синица»;2025-04-06;;active
A1004979;C111968;DEP;Вклад «Гнездо»;2026-04-17;;active
A1004980;C111968;SV;Накопительный счёт «Копилка»;2026-08-21;;active
A1004981;C105500;DC;Дебетовая карта «Синица»;2026-04-28;;active
A1004982;C803320;DC;Дебетовая карта «Синица»;2025-08-24;;active
A1004983;C109403;DC;Дебетовая карта «Синица»;2025-06-10;;active
A1004984;C111565;DC;Дебетовая карта «Синица»;2025-10-15;;active
A1004985;C103117;DC;Дебетовая карта «Синица»;2025-02-19;;active
A1004986;C102238;DC;Дебетовая карта «Синица»;2025-04-09;;active
A1004987;C102238;SV;Накопительный счёт «Копилка»;2025-04-09;;active
A1004988;C111345;DC;Дебетовая карта «Синица»;2024-01-11;;active
A1004989;C111345;DC;Дебетовая карта «Синица»;2026-08-19;;active
A1004990;C109595;DC;Дебетовая карта «Синица»;2024-08-09;;active
A1004991;C104582;DC;Дебетовая карта «Синица»;2022-10-15;;active
A1004992;C110786;DC;Дебетовая карта «Синица»;2024-08-20;;active
A1004993;C101568;DC;Дебетовая карта «Синица»;2023-04-27;;active
A1004994;C109193;DC;Дебетовая карта «Синица»;2024-04-04;2025-01-14;closed
A1004995;C109193;DC;Дебетовая карта «Синица»;2024-04-04;;active
A1004996;C108259;DC;Дебетовая карта «Синица»;2023-04-20;;active
A1004997;C101388;DC;Дебетовая карта «Синица»;2025-06-03;;active
A1004998;C101388;DC;Дебетовая карта «Синица»;2025-11-20;;active
A1004999;C103577;DC;Дебетовая карта «Синица»;2024-02-16;;active
A1005000;C100755;DC;Дебетовая карта «Синица»;2025-09-10;;active
A1005001;C100755;SV;Накопительный счёт «Копилка»;2025-09-10;;active
A1005002;C106762;DC;Дебетовая карта «Синица»;2023-02-28;;active
A1005003;C106762;CC;Кредитная карта «Синица»;2023-02-28;;active
A1005004;C106762;DC;Дебетовая карта «Синица»;2023-02-28;;active
A1005005;C102830;DC;Дебетовая карта «Синица»;2023-02-01;;active
A1005006;C107815;DC;Дебетовая карта «Синица»;2023-03-20;;active
A1005007;C107815;CC;Кредитная карта «Синица»;2022-10-24;;active
A1005008;C106347;DC;Дебетовая карта «Синица»;2026-07-19;;active
A1005009;C106347;DC;Дебетовая карта «Синица»;2022-06-15;;active
A1005010;C106347;CC;Кредитная карта «Синица»;2024-09-28;;active
A1005011;C111674;DC;Дебетовая карта «Синица»;2024-11-24;;active
A1005012;C111674;CC;Кредитная карта «Синица»;2024-11-24;;active
A1005013;C103070;DC;Дебетовая карта «Синица»;2024-02-10;;active
A1005014;C103070;DEP;Вклад «Гнездо»;2024-02-10;;active
A1005015;C104641;DC;Дебетовая карта «Синица»;2024-04-03;;active
A1005016;C109642;DC;Дебетовая карта «Синица»;2025-04-12;;active
A1005017;C109816;DC;Дебетовая карта «Синица»;2022-10-26;;active
A1005018;C111737;DC;Дебетовая карта «Синица»;2022-09-11;;active
A1005019;C111737;DC;Дебетовая карта «Синица»;2026-12-17;;active
A1005020;C110439;DC;Дебетовая карта «Синица»;2025-06-13;;active
A1005021;C111303;DC;Дебетовая карта «Синица»;2024-12-21;2025-06-02;closed
A1005022;C100891;DC;Дебетовая карта «Синица»;2026-07-14;;active
A1005023;C101733;DC;Дебетовая карта «Синица»;2025-03-19;;active
A1005024;C100724;DC;Дебетовая карта «Синица»;2025-01-06;;active
A1005025;C101929;DC;Дебетовая карта «Синица»;2024-11-15;;active
A1005026;C103004;DC;Дебетовая карта «Синица»;2024-01-22;;active
A1005027;C107932;DC;Дебетовая карта «Синица»;2023-10-10;;active
A1005028;C107932;DC;Дебетовая карта «Синица»;2025-01-14;;active
A1005029;C110527;DC;Дебетовая карта «Синица»;2023-09-16;;active
A1005030;C110934;DC;Дебетовая карта «Синица»;2024-11-21;;active
A1005031;C103261;DC;Дебетовая карта «Синица»;2025-06-04;;active
A1005032;C105875;DC;Дебетовая карта «Синица»;2025-04-20;;active
A1005033;C105875;CC;Кредитная карта «Синица»;2025-06-04;;active
A1005034;C105875;DC;Дебетовая карта «Синица»;2026-11-03;;active
A1005035;C100386;DC;Дебетовая карта «Синица»;2025-10-07;;active
A1005036;C106263;DC;Дебетовая карта «Синица»;2023-11-19;;active
A1005037;C106263;DC;Дебетовая карта «Синица»;2024-11-17;;active
A1005038;C104709;DC;Дебетовая карта «Синица»;2025-03-16;;active
A1005039;C104709;CC;Кредитная карта «Синица»;2024-05-15;;active
A1005040;C103107;DC;Дебетовая карта «Синица»;2026-11-06;;active
A1005041;C103107;DEP;Вклад «Гнездо»;2023-12-10;;active
A1005042;C103107;DC;Дебетовая карта «Синица»;2022-12-02;2025-06-24;closed
A1005043;C102183;DC;Дебетовая карта «Синица»;2024-03-08;;active
A1005044;C102183;DC;Дебетовая карта «Синица»;2024-03-08;;active
A1005045;C102183;SV;Накопительный счёт «Копилка»;2024-03-08;;active
A1005046;C103300;DC;Дебетовая карта «Синица»;2024-10-03;;active
A1005047;C109879;DC;Дебетовая карта «Синица»;2025-12-21;;active
A1005048;C111305;DC;Дебетовая карта «Синица»;2024-12-26;;active
A1005049;C103657;DC;Дебетовая карта «Синица»;2023-07-04;;active
A1005050;C103364;DC;Дебетовая карта «Синица»;2022-07-25;;active
A1005051;C103364;SV;Накопительный счёт «Копилка»;2025-03-27;;active
A1005052;C107051;DC;Дебетовая карта «Синица»;2024-06-23;;active
A1005053;C101295;DC;Дебетовая карта «Синица»;2026-07-25;;active
A1005054;C110572;DC;Дебетовая карта «Синица»;2026-07-26;;active
A1005055;C105501;DC;Дебетовая карта «Синица»;2021-05-19;;active
A1005056;C110086;DC;Дебетовая карта «Синица»;2024-12-03;;active
A1005057;C103395;DC;Дебетовая карта «Синица»;2023-06-17;;active
A1005058;C110514;DC;Дебетовая карта «Синица»;2024-05-23;;active
A1005059;C110514;DC;Дебетовая карта «Синица»;2026-04-05;;active
A1005060;C107983;DC;Дебетовая карта «Синица»;2023-11-06;;active
A1005061;C103596;DC;Дебетовая карта «Синица»;2024-03-25;;active
A1005062;C106805;DC;Дебетовая карта «Синица»;2024-10-26;;active
A1005063;C109156;DC;Дебетовая карта «Синица»;2025-01-15;;active
A1005064;C103810;DC;Дебетовая карта «Синица»;2026-05-03;;active
A1005065;C103810;SV;Накопительный счёт «Копилка»;2026-05-25;;active
A1005066;C103810;DC;Дебетовая карта «Синица»;2024-02-22;;active
A1005067;C111848;DC;Дебетовая карта «Синица»;2025-12-11;;active
A1005068;C109659;DC;Дебетовая карта «Синица»;2023-03-11;;active
A1005069;C101039;DC;Дебетовая карта «Синица»;2023-05-11;;active
A1005070;C102607;DC;Дебетовая карта «Синица»;2025-08-22;;active
A1005071;C102607;DC;Дебетовая карта «Синица»;2025-08-25;;active
A1005072;C109563;DC;Дебетовая карта «Синица»;2024-05-14;2026-07-05;closed
A1005073;C101251;DC;Дебетовая карта «Синица»;2024-01-11;;active
A1005074;C101251;SV;Накопительный счёт «Копилка»;2024-04-14;;active
A1005075;C105136;DC;Дебетовая карта «Синица»;2024-05-11;;active
A1005076;C104572;DC;Дебетовая карта «Синица»;2024-12-13;;active
A1005077;C103124;DC;Дебетовая карта «Синица»;2026-09-14;;active
A1005078;C106206;DC;Дебетовая карта «Синица»;2026-02-14;;active
A1005079;C103782;DC;Дебетовая карта «Синица»;2022-10-04;;active
A1005080;C108030;DC;Дебетовая карта «Синица»;2026-02-01;;active
A1005081;C100848;DC;Дебетовая карта «Синица»;2025-10-27;;active
A1005082;C100848;DC;Дебетовая карта «Синица»;2025-10-27;;active
A1005083;C111573;DC;Дебетовая карта «Синица»;2025-02-16;;active
A1005084;C107848;DC;Дебетовая карта «Синица»;2025-10-19;;active
A1005085;C107848;DC;Дебетовая карта «Синица»;2025-07-16;;active
A1005086;C103101;DC;Дебетовая карта «Синица»;2023-02-19;;active
A1005087;C104691;DC;Дебетовая карта «Синица»;2026-12-24;;active
A1005088;C105453;DC;Дебетовая карта «Синица»;2023-09-21;;active
A1005089;C105453;CC;Кредитная карта «Синица»;2025-08-13;;active
A1005090;C101250;DC;Дебетовая карта «Синица»;2025-07-10;;active
A1005091;C101250;DC;Дебетовая карта «Синица»;2026-09-02;2026-12-24;closed
A1005092;C101542;DC;Дебетовая карта «Синица»;2023-08-20;2026-07-24;closed
A1005093;C109036;DC;Дебетовая карта «Синица»;2025-12-09;2026-04-07;closed
A1005094;C810007;DC;Дебетовая карта «Синица»;2026-07-03;;active
A1005095;C101056;DC;Дебетовая карта «Синица»;2023-02-19;;active
A1005096;C101056;CC;Кредитная карта «Синица»;2023-06-09;;active
A1005097;C103202;DC;Дебетовая карта «Синица»;2022-11-19;;active
A1005098;C103202;SV;Накопительный счёт «Копилка»;2025-08-21;;active
A1005099;C108805;DC;Дебетовая карта «Синица»;2023-03-25;;active
A1005100;C108805;DC;Дебетовая карта «Синица»;2023-03-25;;active
A1005101;C104822;DC;Дебетовая карта «Синица»;2025-12-11;2026-07-15;closed
A1005102;C104123;DC;Дебетовая карта «Синица»;2025-12-10;;active
A1005103;C104123;DC;Дебетовая карта «Синица»;2025-12-10;;active
A1005104;C111046;DC;Дебетовая карта «Синица»;2024-11-24;;active
A1005105;C104643;DC;Дебетовая карта «Синица»;2023-04-11;2025-06-16;closed
A1005106;C111430;DC;Дебетовая карта «Синица»;2023-05-22;;active
A1005107;C100950;DC;Дебетовая карта «Синица»;2025-09-15;;active
A1005108;C100950;DC;Дебетовая карта «Синица»;2025-08-14;;active
A1005109;C103389;DC;Дебетовая карта «Синица»;2024-04-27;;active
A1005110;C103389;DEP;Вклад «Гнездо»;2024-11-15;;active
A1005111;C103389;SV;Накопительный счёт «Копилка»;2025-07-05;;active
A1005112;C105950;DC;Дебетовая карта «Синица»;2024-06-25;;active
A1005113;C105950;DC;Дебетовая карта «Синица»;2024-06-25;;active
A1005114;C105074;DC;Дебетовая карта «Синица»;2025-01-20;;active
A1005115;C102205;DC;Дебетовая карта «Синица»;2021-12-22;;active
A1005116;C102205;DC;Дебетовая карта «Синица»;2021-12-22;;active
A1005117;C103726;DC;Дебетовая карта «Синица»;2026-02-16;;active
A1005118;C100740;DC;Дебетовая карта «Синица»;2025-10-17;;active
A1005119;C111964;DC;Дебетовая карта «Синица»;2025-08-12;;active
A1005120;C111964;DC;Дебетовая карта «Синица»;2025-08-12;2026-03-06;closed
A1005121;C107524;DC;Дебетовая карта «Синица»;2024-09-12;;active
A1005122;C107524;DC;Дебетовая карта «Синица»;2024-09-12;;active
A1005123;C111727;DC;Дебетовая карта «Синица»;2024-05-11;;active
A1005124;C102201;DC;Дебетовая карта «Синица»;2025-02-02;;active
A1005125;C102201;CC;Кредитная карта «Синица»;2022-05-22;;active
A1005126;C102635;DC;Дебетовая карта «Синица»;2021-09-04;;active
A1005127;C102635;CC;Кредитная карта «Синица»;2023-06-22;2025-06-20;closed
A1005128;C102635;DC;Дебетовая карта «Синица»;2021-04-20;;active
